"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
"1",-0.0115901711387405,0.00474210144587391,-0.00294699788434729,0.0129644042577114,0.00756033514784805,-0.0106120241915178,0.00476574406534274,-0.00209563693817621,-0.00228788484161031,-0.0182298510810609,0.0136349753899559,0.010570035427028,0.00851989547139412,-0.0209844730162827,-0.00566947296496457,0.0100814420255881,-0.0060670689016952,0.00328588862211233,-0.000406049836670908,-0.0139255142594519
"2",0.0119597962079217,0.00832053891099119,0.00453953157812876,-0.00306494064882506,0.0147381087451527,-0.00220573363099242,0.00818281000673222,0.00776283425246665,0.00790899030041327,0.0105830873022819,0.00205865880777805,0.0147470596754876,-0.000100067482132331,-0.00257925469587511,0.00768750084535478,0.0120908713214953,0.00613434976376126,0.0028643522236251,0.00256902685465746,0.006805808693516
"3",0.0187666584335412,0.00349912077997582,0.0258446134931021,0.0068577303737321,0.0114120355555116,0.00540777372233184,-0.00179613589785283,-0.00267315427768169,0.0158037032478089,-0.00214494000471766,0.0146148508924094,0.0230782455433288,0.0042704046747221,0.016830669619456,0.00532991298870348,0.0175770332850471,-0.0126231881063731,0.00672182387858237,0.0191818711796646,-0.00553682299363726
"4",0.0192701890779065,0.0142526403268543,0.0139385122118053,0.0170106736115135,0.0045373263731187,0.00252393616098865,0.00258045240057461,-0.000833976888773894,-0.00339528125815468,0.00675366811853469,0.0155778194645575,0.00736711426484614,-0.000123356347803564,0.00650520639548495,0.00372492250882162,0.0152687163908065,0.00517014839881878,-0.000458238305964229,-0.0212618717128307,-0.0154950862977676
"5",0.0188808867498794,0.00273996071091194,-0.00184578856800236,0.00851610017226448,0.0061647300179659,0.00542939299326244,0.0059354172709471,-0.00219165078744064,0.0102448246710988,0.0059608163360895,0.00290222234818331,0.00743615292549853,-0.0161820101513922,-0.00325976749778195,0.00197393619393323,-0.000311621847877676,-0.00412626164924731,-0.0121800692840765,-0.0128879491767218,-0.00884226988980354
"6",0.0150261182456498,0.0115295702182495,-0.00412642004549601,0.00290693897530643,-0.00063042454762266,-0.00922539132459221,-0.0175729142380075,0.00474189354934372,0.0024540673961291,0.0155555740813932,0.00222300818854389,-0.0135228241794366,0.0113732219675675,-0.0136829693238952,0.00132235530982946,0.000584292968980346,0.0132118048455566,0.00665941662531209,-0.0108369072089211,0.0130585778930842
"7",0.00525105638886712,-0.00807619531052274,-0.0279099269811395,0.00337011925972763,0.00724161870881963,-0.0042691368869507,-0.0108851063532878,-0.0129979405940898,-0.00112723839357281,-0.0238598893535637,-0.00904675196773317,-0.0170464601330028,0.00218632690489039,-0.00173172204335195,-0.0136781350485511,-0.00735670739423517,0.00968674954809905,-0.000263924782902522,0.00464432756123682,-0.000120490364806284
"8",0.0194112573032005,-0.00342719128976869,-0.0132757432233607,-0.00275893371523355,-0.00400401353826236,-0.0178770776495939,-0.0140848433365717,-0.00682991931278977,-0.00814517804000453,-0.00969112492407022,-0.00033742115924729,-0.00727872313164791,-0.00572669727860488,-0.0216987788305681,-0.00807924931900347,-0.00051557247875539,-0.0137563996863441,0.001950302811737,-0.010971939678468,-0.00715131773045022
"9",0.00749666197566207,0.00955983204342143,0.00392630556426449,0.0104746776753794,-0.00535313911955987,-0.0106671331648025,-0.0053286231401572,-0.000359189376899913,-0.00792796848471025,-0.0155154954243441,0.0148910105058918,0.00571000623398345,0.00854340595876216,-0.00519123192904133,0.00385985088683616,0.0124011498016976,0.00997608237866912,-0.0191591729862684,-0.0152915323256134,0.00121334371837574
"10",0.0268974254021857,0.00364856557077366,0.0106417330813023,0.0173094320291794,0.00356973546337656,0.0238081777485422,0.00275637571252136,0.0088660719367838,0.0133230135119245,0.0214999834995716,-0.000891039405576438,0.0113556437838538,0.010633402688116,0.0299457973990192,0.00980841578239717,0.00354190801803911,-0.00870264625837532,0.00320876275106258,0.0161344088479503,-0.000845645662033762
